ID,type,path_to_file,begin_line,link_to_comment,comment,non-information,label,Expected
1042,Line,https://github.com/nnovielli/jabref/blob/master/src/main/java/oracle/jdbc/OracleConnection.java,314,https://github.com/nnovielli/jabref/blob/master/src/main/java/oracle/jdbc/OracleConnection.java#L314,Auto-generated method stub,yes,TRUE,1
801,Line,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/exporter/CreateModifyExporterDialogViewModel.java,49,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/exporter/CreateModifyExporterDialogViewModel.java#L49,Set text of each of the boxes,yes,TRUE,1
63,Line,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/util/MappedList.java,34,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/util/MappedList.java#L34,get permutation array,no,FALSE,0
162,Javadoc,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/JabRefFrame.java,1040,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/JabRefFrame.java#L1040,Opens the import inspection dialog to let the user decide which of the given entries to import.,no,FALSE,0
123,Line,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/importer/ImportAction.java,93,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/importer/ImportAction.java#L93,We import all files and collect their results:,no,FALSE,0
650,Javadoc,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/entryeditor/EntryEditor.java,61,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/entryeditor/EntryEditor.java#L61,"GUI component that allows editing of the fields of a BibEntry (i.e. the one that shows up, when you double click on an entry in the table) <p> It hosts the tabs (required, general, optional) and the buttons to the left. <p> EntryEditor also registers itself to the event bus, receiving events whenever a field of the entry changes, enabling the text fields to update themselves if the change is made from somewhere else.",no,FALSE,0
662,Javadoc,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/preferences/PreferencesTab.java,43,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/preferences/PreferencesTab.java#L43,"This method should be called after storing the preferences, This calls the appropriate method in the ViewModel.",no,FALSE,0
685,Line,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/entryeditor/MathSciNetTab.java,30,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/entryeditor/MathSciNetTab.java#L30,Quick hack to disable navigating,no,FALSE,0
389,Javadoc,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/maintable/SmartConstrainedResizePolicy.java,16,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/maintable/SmartConstrainedResizePolicy.java#L16,"This resize policy is almost the same as {@link TableView#CONSTRAINED_RESIZE_POLICY} We make sure that the width of all columns sums up to the total width of the table. However, in contrast to {@link TableView#CONSTRAINED_RESIZE_POLICY} we size the columns initially by their preferred width.",no,FALSE,0
447,Line,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/externalfiles/FindFullTextAction.java,36,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/externalfiles/FindFullTextAction.java#L36,The minimum number of selected entries to ask the user for confirmation,no,FALSE,0
177,Line,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/openoffice/OOBibBase.java,686,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/openoffice/OOBibBase.java#L686,Check if we are supposed to set a character format for citations:,no,FALSE,0
380,Line,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/importer/actions/AppendDatabaseAction.java,167,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/importer/actions/AppendDatabaseAction.java#L167,Run the actual open in a thread to prevent the program locking until the file is loaded.,no,FALSE,0
951,Javadoc,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/DialogService.java,118,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/DialogService.java#L118,"Create and display a new confirmation dialog. It will include a blue question icon on the left and a OK (with given label) and Cancel button. To create a confirmation dialog with custom buttons see also {@link #showCustomButtonDialogAndWait(Alert.AlertType, String, String, ButtonType...)}.",no,FALSE,0
651,Line,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/maintable/MainTable.java,126,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/maintable/MainTable.java#L126,TODO: Float marked entries model.updateMarkingState(Globals.prefs.getBoolean(JabRefPreferences.FLOAT_MARKED_ENTRIES));,no,FALSE,0
435,Line,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/entryeditor/EntryEditor.java,310,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/entryeditor/EntryEditor.java#L310,"First, remove tabs that we do not want to show",yes,TRUE,1
1009,Line,https://github.com/nnovielli/jabref/blob/master/src/main/java/oracle/jdbc/OracleConnection.java,112,https://github.com/nnovielli/jabref/blob/master/src/main/java/oracle/jdbc/OracleConnection.java#L112,Auto-generated method stub,yes,TRUE,1
527,Line,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/maintable/CellFactory.java,105,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/maintable/CellFactory.java#L105,"node should be generated for each call, as nodes can be added to the scene graph only once",no,FALSE,0
201,Line,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/push/AbstractPushToApplication.java,62,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/push/AbstractPushToApplication.java#L62,Execute command,no,FALSE,0
271,Line,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/preferences/FileTabViewModel.java,157,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/preferences/FileTabViewModel.java#L157,General,no,FALSE,0
705,Line,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/importer/fetcher/WebSearchPaneViewModel.java,39,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/importer/fetcher/WebSearchPaneViewModel.java#L39,TODO: Rework so that we don't rely on JabRefFrame and not the complete preferences,no,FALSE,0
1019,Line,https://github.com/nnovielli/jabref/blob/master/src/main/java/oracle/jdbc/OracleConnection.java,173,https://github.com/nnovielli/jabref/blob/master/src/main/java/oracle/jdbc/OracleConnection.java#L173,Auto-generated method stub,yes,TRUE,1
751,Javadoc,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/JabRefFrame.java,916,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/JabRefFrame.java#L916,"This method causes all open BasePanels to set up their tables anew. When called from PrefsDialog3, this updates to the new settings.",no,FALSE,0
132,Line,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/desktop/JabRefDesktop.java,182,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/desktop/JabRefDesktop.java#L182,replace the placeholder if used,no,FALSE,0
395,Line,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/openoffice/OOBibBase.java,221,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/openoffice/OOBibBase.java#L221,TODO: http://api.openoffice.org/docs/DevelopersGuide/OfficeDev/OfficeDev.xhtml#1_1_3_2_1_2_Frame_Hierarchies,no,FALSE,0
917,Line,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/BasePanel.java,537,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/BasePanel.java#L537,All entries had keys.,no,FALSE,0
94,Line,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/collab/EntryDeleteChangeViewModel.java,29,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/collab/EntryDeleteChangeViewModel.java#L29,Compare the deleted entry in memory with the one in the tmpfile. The entry could have been removed in memory.,no,FALSE,0
322,Line,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/maintable/MainTable.java,268,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/maintable/MainTable.java#L268,"The following is necesary to initiate the drag and drop in javafx, although we don't need the contents It doesn't work without",no,FALSE,0
848,Javadoc,https://github.com/nnovielli/jabref/blob/master/src/main/java/oracle/jdbc/driver/OracleDriver.java,3,https://github.com/nnovielli/jabref/blob/master/src/main/java/oracle/jdbc/driver/OracleDriver.java#L3,A mocking class used as a placeholder for the real Oracle JDBC drivers to prevent build errors.,no,FALSE,0
750,Line,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/fieldeditors/URLUtil.java,112,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/fieldeditors/URLUtil.java#L112,"No occurrence, or at the end Check if there are path separators in the suffix - if so, it is definitely not a proper suffix, so we should give up:",yes,TRUE,1
490,Line,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/mergeentries/FetchAndMergeEntry.java,102,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/mergeentries/FetchAndMergeEntry.java#L102,entry type,yes,TRUE,1
409,Javadoc,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/edit/MassSetFieldsDialog.java,136,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/edit/MassSetFieldsDialog.java#L136,"Set a given field to a given value for all entries in a Collection. This method DOES NOT update any UndoManager, but returns a relevant CompoundEdit that should be registered by the caller.",no,FALSE,0
110,Line,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/cleanup/CleanupAction.java,87,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/cleanup/CleanupAction.java#L87,Create and run cleaner,yes,TRUE,1
883,Javadoc,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/BasePanel.java,607,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/BasePanel.java#L607,This method is called from JabRefFrame when the user wants to create a new entry. @param bibEntry The new entry.,no,FALSE,0
897,Line,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/BasePanel.java,140,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/BasePanel.java#L140,Used to track whether the base has changed since last save.,no,FALSE,0
842,Javadoc,https://github.com/nnovielli/jabref/blob/master/src/main/java/oracle/jdbc/dcn/DatabaseChangeListener.java,3,https://github.com/nnovielli/jabref/blob/master/src/main/java/oracle/jdbc/dcn/DatabaseChangeListener.java#L3,A mocking class used as a placeholder for the real Oracle JDBC drivers to prevent build errors.,no,FALSE,0
144,Javadoc,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/push/PushToApplication.java,23,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/push/PushToApplication.java#L23,"The actual operation. This method will not be called on the event dispatch thread, so it should not do GUI operations without utilizing invokeLater().",no,FALSE,0
668,Javadoc,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/externalfiles/ImportHandler.java,140,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/externalfiles/ImportHandler.java#L140,Generate keys for given entries.,yes,TRUE,1
987,Javadoc,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/JabRefDialogService.java,49,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/JabRefDialogService.java#L49,This class provides methods to create default JavaFX dialogs which will also work on top of Swing windows. The created dialogs are instances of the {@link FXDialog} class. The available dialogs in this class are useful for displaying small information graphic dialogs rather than complex windows. For more complex dialogs it is advised to rather create a new sub class of {@link FXDialog}.,no,FALSE,0
778,Line,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/groups/GroupNodeViewModel.java,87,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/groups/GroupNodeViewModel.java#L87,"Register listener The wrapper created by the FXCollections will set a weak listener on the wrapped list. This weak listener gets garbage collected. Hence, we need to maintain a reference to this list.",no,FALSE,0
641,Line,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/maintable/SmartConstrainedResizePolicy.java,54,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/maintable/SmartConstrainedResizePolicy.java#L54,We have to use reflection since TableUtil is not visible to us,no,FALSE,0
931,Line,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/BasePanel.java,784,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/BasePanel.java#L784,Create empty suggestion providers if auto completion is deactivated,no,FALSE,0
993,Javadoc,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/SidePaneComponent.java,52,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/SidePaneComponent.java#L52,Override this method if the component needs to make any changes before it can close.,no,FALSE,0
880,Javadoc,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/BasePanel.java,366,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/BasePanel.java#L366,"*Generates and copies citations based on the selected entries to the clipboard
 @param outputFormat the desired {@link CitationStyleOutputFormat}",no,FALSE,0
51,Javadoc,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/importer/actions/AppendDatabaseAction.java,123,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/importer/actions/AppendDatabaseAction.java#L123,"Adds the specified node as a child of the current root. The group contained in <b>newGroups </b> must not be of type AllEntriesGroup, since every tree has exactly one AllEntriesGroup (its root). The <b>newGroups </b> are inserted directly, i.e. they are not deepCopy()'d.",no,FALSE,0
487,Line,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/JabRefFrame.java,1131,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/JabRefFrame.java#L1131,The action was either canceled or unsuccessful.,no,FALSE,0
280,Line,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/externalfiletype/CustomExternalFileType.java,56,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/externalfiletype/CustomExternalFileType.java#L56,Up to version 2.4b the mime type is not included:,no,FALSE,0
18,Line,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/autocompleter/AutoCompleteFirstNameMode.java,17,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/autocompleter/AutoCompleteFirstNameMode.java#L17,Should only occur when preferences are set directly via preferences.put and not via setFirstnameMode,no,FALSE,0
837,Line,https://github.com/nnovielli/jabref/blob/master/src/main/java/module-info.java,36,https://github.com/nnovielli/jabref/blob/master/src/main/java/module-info.java#L36,Preferences and XML,yes,TRUE,1
464,Block,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/preview/PreviewPanel.java,144,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/preview/PreviewPanel.java#L144,"Deleted since it does not work anymore. Needs refactoring.MenuItem previousPreviewLayout = new MenuItem(Localization.lang(""Previous preview layout""));previousPreviewLayout.setAccelerator(keyBindingRepository.getKeyCombination(KeyBinding.PREVIOUS_PREVIEW_LAYOUT));previousPreviewLayout.setOnAction(event -> basePanel.previousPreviewStyle());MenuItem nextPreviewLayout = new MenuItem(Localization.lang(""Next preview layout""));nextPreviewLayout.setAccelerator(keyBindingRepository.getKeyCombination(KeyBinding.NEXT_PREVIEW_LAYOUT));nextPreviewLayout.setOnAction(event -> basePanel.nextPreviewStyle());",yes,TRUE,1
288,Line,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/openoffice/OOBibBase.java,568,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/openoffice/OOBibBase.java#L568,Update key list to match the new sorting:,no,FALSE,0
509,Line,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/groups/GroupTreeView.java,83,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/groups/GroupTreeView.java#L83,Set-up bindings,no,FALSE,0
599,Line,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/externalfiles/FindUnlinkedFilesDialog.java,143,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/externalfiles/FindUnlinkedFilesDialog.java#L143,Need to toggle a twice to make sure everything is selected,no,FALSE,0
781,Line,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/groups/GroupDialog.java,159,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/groups/GroupDialog.java#L159,configure elements,yes,TRUE,1
754,Line,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/shared/SharedDatabaseLoginDialogView.java,106,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/shared/SharedDatabaseLoginDialogView.java#L106,"Must be executed after the initialization of the view, otherwise it doesn't work",no,FALSE,0
667,Line,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/groups/UndoableAddOrRemoveGroup.java,118,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/groups/UndoableAddOrRemoveGroup.java#L118,redo,no,FALSE,0
713,Javadoc,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/openoffice/OOBibBase.java,400,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/openoffice/OOBibBase.java#L400,Refresh all cite markers in the document.,yes,TRUE,1
253,Javadoc,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/util/DefaultTaskExecutor.java,33,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/util/DefaultTaskExecutor.java#L33,,yes,TRUE,1
1040,Line,https://github.com/nnovielli/jabref/blob/master/src/main/java/oracle/jdbc/OracleConnection.java,302,https://github.com/nnovielli/jabref/blob/master/src/main/java/oracle/jdbc/OracleConnection.java#L302,Auto-generated method stub,yes,TRUE,1
609,Line,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/maintable/CellFactory.java,55,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/maintable/CellFactory.java#L55,"icon.setToolTipText(Localization.lang(""Open file""));",yes,TRUE,1
257,Line,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/edit/ManageKeywordsViewModel.java,63,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/edit/ManageKeywordsViewModel.java#L63,"for the remaining entries, intersection has to be used this approach ensures that one empty keyword list leads to an empty set of common keywords",no,FALSE,0
28,Javadoc,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/errorconsole/ErrorConsoleViewModel.java,71,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/errorconsole/ErrorConsoleViewModel.java#L71,Copies the given list of {@link LogEvent}s to the clipboard.,no,FALSE,0
340,Line,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/groups/GroupTreeView.java,191,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/groups/GroupTreeView.java#L191,Drag and drop support,no,FALSE,0
297,Javadoc,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/groups/GroupTreeViewModel.java,165,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/groups/GroupTreeViewModel.java#L165,"Opens ""Edit Group Dialog"" and changes the given group to the edited one.",no,FALSE,0
416,Line,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/openoffice/Bootstrap.java,309,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/openoffice/Bootstrap.java#L309,start office process,no,FALSE,0
647,Javadoc,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/groups/UndoableAddOrRemoveGroup.java,28,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/groups/UndoableAddOrRemoveGroup.java#L28,"The type of the editing (ADD_NODE, REMOVE_NODE_KEEP_CHILDREN, REMOVE_NODE_AND_CHILDREN)",no,FALSE,0
345,Line,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/JabRefGUI.java,103,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/JabRefGUI.java#L103,passed file (we take the first one) should be focused,no,FALSE,0
869,Line,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/cli/ArgumentProcessor.java,275,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/cli/ArgumentProcessor.java#L275,export new database,no,FALSE,0
348,Javadoc,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/entryeditor/RelatedArticlesTab.java,153,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/entryeditor/RelatedArticlesTab.java#L153,Returns a consent dialog used to ask permission to send data to Mr. DLib.,no,FALSE,0
565,Line,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/metadata/BibtexStringViewModel.java,87,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/metadata/BibtexStringViewModel.java#L87,everything is ok,yes,TRUE,1
966,Line,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/EntryTypeView.java,72,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/EntryTypeView.java#L72,"The buttonType will always be cancel, even if we pressed one of the entry type buttons",no,FALSE,0
442,Block,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/icon/IconTheme.java,232,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/icon/IconTheme.java#L232,css: view-list *,yes,TRUE,1
769,Line,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/entryeditor/SourceTab.java,297,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/entryeditor/SourceTab.java#L297,Test if the field is legally set.,no,FALSE,0
772,Line,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/duplicationFinder/DuplicateSearch.java,171,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/duplicationFinder/DuplicateSearch.java#L171,and adding merged entries:,yes,TRUE,1
524,Line,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/groups/GroupTreeViewModel.java,271,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/groups/GroupTreeViewModel.java#L271,"only remove explicit groups from the entries, keyword groups should not be deleted",no,FALSE,0
249,Javadoc,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/mergeentries/FetchAndMergeEntry.java,33,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/mergeentries/FetchAndMergeEntry.java#L33,Class for fetching and merging bibliographic information,yes,TRUE,1
999,Line,https://github.com/nnovielli/jabref/blob/master/src/main/java/oracle/jdbc/OracleConnection.java,52,https://github.com/nnovielli/jabref/blob/master/src/main/java/oracle/jdbc/OracleConnection.java#L52,Auto-generated method stub,yes,TRUE,1
956,Javadoc,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/DialogService.java,189,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/DialogService.java#L189,"Constructs and shows a canceable {@link ProgressDialog}. Clicking cancel will cancel the underlying service and close the dialog @param title title of the dialog @param content message to show above the progress bar
@param task The {@link Task} which executes the work and for which to show the dialog
",no,FALSE,0
386,Javadoc,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/exporter/CreateModifyExporterDialogViewModel.java,23,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/exporter/CreateModifyExporterDialogViewModel.java#L23,"This view model can be used both for ""add exporter"" and ""modify exporter"" functionalities. It takes an optional exporter which is empty for ""add exporter,"" and takes the selected exporter for ""modify exporter.""It returns an optional exporter which empty if an invalid or no exporter is created, and otherwise contains the exporter to be added or that is modified.",no,FALSE,0
239,Line,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/openoffice/OOBibBase.java,442,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/openoffice/OOBibBase.java#L442,We need to sort the reference marks according to their order of appearance:,no,FALSE,0
975,Line,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/Globals.java,66,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/Globals.java#L66,Key binding preferences,no,FALSE,0
1002,Line,https://github.com/nnovielli/jabref/blob/master/src/main/java/oracle/jdbc/OracleConnection.java,70,https://github.com/nnovielli/jabref/blob/master/src/main/java/oracle/jdbc/OracleConnection.java#L70,Auto-generated method stub,yes,TRUE,1
930,Line,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/BasePanel.java,780,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/BasePanel.java#L780,Ensure that the suggestion providers are in sync with entries,no,FALSE,0
158,Javadoc,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/preferences/PreviewTabViewModel.java,292,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/preferences/PreviewTabViewModel.java#L292,XML-Syntax-Highlighting for RichTextFX-Codearea created by (c) Carlos Martins (github: @cemartins) License: BSD-2-Clause see https://github.com/FXMisc/RichTextFX/blob/master/LICENSE and: https://github.com/FXMisc/RichTextFX/blob/master/richtextfx-demos/README.md#xml-editor,no,FALSE,0
797,Line,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/openoffice/OOBibBase.java,1072,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/openoffice/OOBibBase.java#L1072,get XTextContent interface,yes,TRUE,1
992,Javadoc,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/SidePane.java,8,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/SidePane.java#L8,The side pane is displayed at the left side of JabRef and shows instances of {@link SidePaneComponent}.,no,FALSE,0
1006,Line,https://github.com/nnovielli/jabref/blob/master/src/main/java/oracle/jdbc/OracleConnection.java,94,https://github.com/nnovielli/jabref/blob/master/src/main/java/oracle/jdbc/OracleConnection.java#L94,Auto-generated method stub,yes,TRUE,1
562,Line,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/openoffice/OOBibBase.java,596,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/openoffice/OOBibBase.java#L596,"compare normalized markers, since the actual markers can be different",no,FALSE,0
902,Line,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/BasePanel.java,208,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/BasePanel.java#L208,"if the database is not empty and no file is assigned, the database came from an import and has to be treated somehow -> mark as changed This also happens internally at basepanel to ensure consistency line 224",no,FALSE,0
4,Block,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/icon/IconTheme.java,227,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/icon/IconTheme.java#L227,css: information *,no,FALSE,0
45,Javadoc,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/search/rules/describer/SearchDescribers.java,13,https://github.com/nnovielli/jabref/blob/master/src/main/java/org/jabref/gui/search/rules/describer/SearchDescribers.java#L13,Get the search describer for a given search query.,yes,TRUE,1
